CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmountUSD,Size,ReviewRating,DiscountApplied,PreviousPurchases,PaymentMethod,Annual_Income,Spending_Score,Purchase_Frequency,Location_Rural,Location_Suburban,Location_Urban,Demographics_Homemaker,Demographics_Professional,Demographics_Retired,Demographics_Student
3290,51,Female,Curtains,Sports,216.17,M,5,No,13,UPI,138947,36,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3291,41,Female,T-Shirt,Clothing,356.28,S,3,Yes,13,UPI,131253,39,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3292,49,Female,Bag,Accessories,486.9,L,5,No,7,Debit Card,57796,64,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3293,18,Male,Shoes,Accessories,447.64,XL,2,Yes,1,UPI,21953,99,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3294,25,Male,Phone,Home Decor,177.79,S,5,No,2,Cash,98866,9,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3295,62,Male,Curtains,Accessories,499.12,XL,1,Yes,6,Credit Card,64765,78,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3296,40,Male,Curtains,Home Decor,11.72,M,3,No,2,Credit Card,95412,8,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3297,64,Male,Phone,Sports,23.54,M,1,No,12,Credit Card,141053,20,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3298,57,Male,Football,Clothing,413.68,L,4,No,14,Credit Card,37589,84,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3299,29,Female,T-Shirt,Accessories,107.74,XL,5,Yes,14,Credit Card,108299,90,9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
3300,29,Female,Shoes,Home Decor,39.78,XL,5,Yes,10,PayPal,25425,55,11,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3301,63,Male,Phone,Sports,126.2,S,5,No,1,Credit Card,49709,5,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3302,64,Female,Bag,Accessories,218.79,L,2,No,5,Credit Card,111485,40,18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
3303,32,Male,Shoes,Electronics,367.98,L,1,Yes,1,Credit Card,117357,60,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3304,58,Female,Laptop,Sports,315.92,XL,4,Yes,13,Debit Card,120074,81,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3305,36,Female,Curtains,Accessories,126.43,M,2,No,1,PayPal,46544,81,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3306,43,Female,Curtains,Sports,256.6,L,2,No,14,Credit Card,95456,65,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3307,46,Female,Phone,Clothing,463.84,M,3,Yes,10,UPI,84280,44,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3308,39,Female,Phone,Clothing,409.35,S,4,Yes,1,Debit Card,146205,73,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3309,57,Female,Bag,Clothing,168.36,L,5,Yes,3,PayPal,143208,50,14,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3310,38,Male,Laptop,Electronics,491.31,L,5,No,13,UPI,118710,69,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3311,55,Male,Football,Clothing,357.22,S,3,No,6,UPI,27654,87,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3312,37,Female,Phone,Electronics,40.6,L,5,Yes,14,Debit Card,40724,82,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3313,46,Male,Curtains,Clothing,27.23,XL,1,Yes,5,UPI,37802,74,15,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3314,21,Female,Shoes,Sports,92.52,XL,5,No,4,Cash,112862,60,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
3315,24,Male,T-Shirt,Accessories,366.65,S,1,No,3,Debit Card,117742,5,11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3316,45,Female,Watch,Accessories,100.03,M,3,No,1,Debit Card,107391,14,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3317,45,Male,Shoes,Clothing,260.63,M,3,No,10,Cash,59416,73,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3318,21,Female,Football,Accessories,55.7,L,1,Yes,7,Debit Card,46906,58,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3319,39,Male,T-Shirt,Clothing,461.23,M,5,No,12,UPI,147484,1,11,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3320,29,Female,Shoes,Clothing,178.54,M,3,No,11,UPI,106991,59,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3321,62,Male,Shoes,Home Decor,454.98,S,3,No,1,UPI,132001,13,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3322,20,Female,Laptop,Home Decor,472.99,M,1,Yes,14,Cash,140297,45,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3323,39,Female,Watch,Home Decor,13,M,3,Yes,14,UPI,86224,71,17,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3324,61,Female,Bag,Electronics,237.43,M,5,Yes,10,Cash,66010,29,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3325,19,Male,Football,Home Decor,22.08,XL,3,No,7,Cash,114542,75,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3326,41,Male,Curtains,Clothing,455.26,XL,1,No,9,Cash,66612,4,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
3327,51,Male,Laptop,Sports,264.02,S,5,No,13,Debit Card,118989,67,17,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3328,44,Female,T-Shirt,Home Decor,46.72,L,4,No,3,PayPal,67828,85,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3329,58,Male,Watch,Home Decor,64.04,S,1,Yes,11,Cash,38689,10,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
3330,18,Female,Curtains,Sports,197.92,L,4,No,4,UPI,64458,58,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3331,25,Male,Laptop,Clothing,470.71,L,3,Yes,14,Cash,144832,83,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3332,40,Male,Watch,Electronics,349.53,M,5,No,10,Credit Card,101854,84,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3333,55,Male,Bag,Home Decor,435.13,M,3,No,0,Debit Card,34939,78,12,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3334,23,Male,Football,Sports,189.56,S,5,No,1,UPI,119211,83,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3335,39,Female,Phone,Clothing,31.17,S,2,No,10,Debit Card,116593,72,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3336,42,Male,Bag,Accessories,487.42,S,3,No,7,Debit Card,137941,56,13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3337,35,Male,Phone,Electronics,18.41,XL,3,No,0,Credit Card,50324,4,7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3338,34,Female,T-Shirt,Sports,474.35,XL,3,Yes,2,Cash,53282,48,18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3339,29,Female,Phone,Sports,190.65,XL,1,Yes,1,UPI,72210,11,18,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3340,23,Male,Laptop,Sports,14.94,XL,5,Yes,9,PayPal,49985,89,13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3341,43,Male,T-Shirt,Home Decor,347.69,XL,5,Yes,4,Debit Card,93603,58,13,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3342,44,Female,Curtains,Accessories,490.46,M,5,Yes,11,PayPal,97519,27,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3343,25,Female,Bag,Electronics,483.16,L,1,No,3,PayPal,135774,16,15,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3344,36,Female,Bag,Clothing,88.86,XL,5,No,3,Cash,60617,44,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3345,59,Male,Football,Clothing,98.81,S,3,Yes,12,PayPal,82917,99,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3346,18,Male,T-Shirt,Accessories,287.11,L,4,No,3,UPI,99861,57,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3347,46,Male,Curtains,Sports,322.28,XL,2,No,10,Cash,111785,40,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3348,62,Female,Bag,Sports,372.31,XL,5,No,3,PayPal,32674,87,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3349,52,Female,T-Shirt,Sports,98.71,M,1,No,3,Cash,77340,1,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3350,57,Female,Shoes,Sports,479.91,M,1,Yes,5,UPI,29973,70,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3351,31,Male,Shoes,Sports,322.98,M,5,No,1,Debit Card,66410,86,15,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3352,52,Female,T-Shirt,Accessories,425.05,XL,4,Yes,12,Credit Card,67024,25,9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
3353,62,Male,Bag,Home Decor,274.63,M,5,Yes,12,Cash,96804,99,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3354,37,Female,Watch,Electronics,213,XL,1,No,14,Credit Card,83163,10,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3355,30,Male,Phone,Sports,488.82,L,2,No,3,Debit Card,137511,68,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3356,55,Male,Shoes,Home Decor,295.24,L,4,No,13,UPI,20914,54,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3357,63,Female,Watch,Clothing,434.77,XL,5,Yes,6,Debit Card,64818,27,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3358,25,Male,Watch,Accessories,477.11,S,2,No,6,Credit Card,36958,66,13,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3359,60,Female,Football,Home Decor,340.92,XL,5,Yes,0,UPI,112637,9,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3360,37,Male,Curtains,Sports,278.98,L,4,No,9,PayPal,65584,74,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3361,50,Female,Laptop,Sports,11.72,L,1,Yes,11,PayPal,54047,73,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3362,43,Female,Shoes,Sports,29.61,XL,4,Yes,8,Cash,38042,5,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3363,56,Male,T-Shirt,Home Decor,108.42,XL,3,Yes,6,PayPal,122837,2,17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3364,38,Female,Phone,Sports,101.14,XL,5,Yes,10,Credit Card,142053,15,17,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3365,59,Male,Laptop,Home Decor,134.83,L,2,Yes,5,PayPal,70399,15,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3366,60,Female,Curtains,Sports,159.42,S,2,Yes,13,Cash,47466,10,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3367,58,Female,Watch,Clothing,186.43,XL,4,Yes,1,UPI,32881,14,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3368,26,Female,Curtains,Clothing,216.06,L,4,No,5,PayPal,139604,95,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
3369,41,Female,Bag,Electronics,58.44,XL,4,Yes,4,Cash,93612,28,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3370,54,Male,Shoes,Sports,30.76,L,2,No,8,PayPal,143596,30,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3371,58,Female,Curtains,Sports,340.23,XL,1,No,11,PayPal,88332,70,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3372,34,Female,Curtains,Home Decor,273.29,L,2,No,0,Credit Card,38781,20,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3373,41,Male,Phone,Home Decor,227.63,XL,1,Yes,4,Cash,93915,92,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3374,38,Male,Bag,Sports,320.88,M,4,Yes,2,Cash,130430,73,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3375,56,Male,Bag,Electronics,415.56,XL,3,No,8,Debit Card,27273,2,15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3376,58,Male,Watch,Sports,219.57,L,2,Yes,11,Debit Card,65295,93,10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3377,56,Male,Phone,Home Decor,324.15,XL,4,Yes,0,Cash,122539,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
3378,30,Male,Phone,Sports,477.25,S,2,No,5,Credit Card,131248,64,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3379,28,Female,T-Shirt,Home Decor,421.42,XL,4,No,2,PayPal,102324,40,12,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3380,63,Male,Curtains,Sports,218.74,XL,2,No,0,UPI,88210,60,10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3381,36,Female,Curtains,Accessories,325.91,XL,5,No,10,PayPal,126845,34,12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3382,28,Male,Bag,Home Decor,96.76,S,2,No,14,UPI,20675,68,17,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3383,30,Female,Curtains,Electronics,284.66,S,5,No,2,Credit Card,134979,46,8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3384,63,Female,Football,Accessories,490.85,S,1,No,14,Debit Card,73479,86,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3385,62,Female,Phone,Sports,263.97,M,2,Yes,1,Cash,27583,4,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3386,18,Male,Laptop,Home Decor,464.54,S,1,Yes,9,Credit Card,50434,63,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3387,57,Male,Bag,Accessories,209.59,M,3,Yes,11,UPI,79704,64,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3388,61,Male,Shoes,Electronics,499.43,XL,5,No,11,Cash,51015,53,15,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3389,36,Male,Bag,Home Decor,293.82,M,2,Yes,11,UPI,76616,94,13,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3390,29,Female,Watch,Accessories,30.71,XL,1,No,7,PayPal,47820,76,20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3391,25,Male,Laptop,Accessories,297.51,M,4,No,2,PayPal,75121,49,18,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3392,25,Female,Watch,Accessories,144.54,S,1,No,10,PayPal,103690,32,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3393,62,Female,T-Shirt,Clothing,25.92,S,2,Yes,6,Cash,73310,15,14,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3394,29,Male,T-Shirt,Sports,412.22,M,3,No,9,Debit Card,50708,36,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3395,50,Male,Watch,Home Decor,145.11,M,5,No,5,Debit Card,95851,96,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3396,62,Male,Curtains,Home Decor,400.31,S,4,No,14,UPI,144140,53,14,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3397,43,Female,Laptop,Home Decor,151.23,XL,1,Yes,6,Debit Card,26873,6,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3398,56,Male,Curtains,Accessories,105.22,XL,2,Yes,10,Debit Card,21176,81,19,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3399,45,Female,Bag,Sports,487.23,XL,2,No,6,UPI,147701,67,17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3400,22,Male,Football,Electronics,187.21,XL,5,No,9,UPI,114638,90,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3401,25,Female,T-Shirt,Home Decor,304.67,L,4,No,0,UPI,120450,86,11,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3402,42,Male,T-Shirt,Sports,308.89,XL,1,Yes,3,Cash,98127,15,15,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3403,44,Male,Laptop,Sports,284.63,L,1,No,3,UPI,47613,73,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3404,63,Female,T-Shirt,Clothing,458.2,L,1,No,4,Cash,113683,38,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3405,40,Male,Football,Home Decor,340.48,S,5,Yes,13,Cash,108834,81,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3406,47,Male,Football,Accessories,207.83,S,5,Yes,9,Cash,105720,54,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3407,62,Male,Football,Sports,432.57,M,4,Yes,4,UPI,120625,68,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3408,64,Male,Shoes,Sports,98.72,XL,1,Yes,7,Debit Card,20155,68,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3409,40,Male,Football,Electronics,276.68,XL,1,Yes,3,Debit Card,43886,28,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3410,64,Male,Football,Clothing,475.77,S,4,Yes,12,UPI,117152,17,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3411,37,Male,Shoes,Sports,316.44,S,4,No,0,Debit Card,70746,68,14,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3412,35,Female,Curtains,Sports,410.31,S,4,Yes,14,UPI,82081,64,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3413,35,Female,Bag,Accessories,330.24,M,2,Yes,4,Cash,36845,78,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3414,19,Male,Phone,Accessories,421.29,XL,4,No,0,PayPal,73896,4,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3415,21,Male,T-Shirt,Electronics,472.8,M,3,No,11,Credit Card,136911,80,17,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3416,47,Male,Football,Electronics,143.73,L,5,No,2,UPI,105575,51,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3417,50,Female,T-Shirt,Electronics,93.13,L,4,Yes,14,Cash,134445,62,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3418,53,Female,Laptop,Accessories,247.16,XL,2,Yes,7,PayPal,43806,72,20,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3419,35,Male,T-Shirt,Accessories,353.91,S,3,Yes,9,Cash,136196,77,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3420,54,Female,Watch,Clothing,121.32,S,2,Yes,14,Credit Card,129129,9,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3421,36,Male,Curtains,Home Decor,12.01,M,2,Yes,4,Debit Card,84677,7,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3422,64,Male,Bag,Home Decor,178.04,L,2,No,6,Debit Card,87279,93,11,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3423,45,Male,Shoes,Clothing,484.74,L,2,No,13,Cash,87231,98,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3424,57,Male,T-Shirt,Home Decor,350.53,XL,1,Yes,0,Credit Card,66298,51,20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
3425,37,Female,T-Shirt,Accessories,206.65,L,5,Yes,5,Cash,36486,76,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3426,50,Female,T-Shirt,Home Decor,104.36,S,1,No,11,Debit Card,65370,38,15,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3427,29,Male,Phone,Accessories,184.48,S,3,Yes,13,Cash,100331,86,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3428,32,Female,Phone,Clothing,93.22,S,1,No,7,PayPal,94064,19,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3429,58,Female,Laptop,Electronics,62.09,XL,3,No,5,Credit Card,108899,91,20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3430,56,Male,Shoes,Clothing,454.3,M,4,No,3,Debit Card,127280,49,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3431,19,Female,T-Shirt,Home Decor,498.85,L,3,No,10,Cash,129944,94,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3432,46,Male,T-Shirt,Accessories,90.42,XL,1,No,7,Credit Card,133281,48,10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3433,58,Male,T-Shirt,Home Decor,36.72,M,1,No,14,Cash,135929,34,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3434,27,Male,T-Shirt,Home Decor,171.57,XL,3,No,7,Debit Card,33606,45,10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3435,19,Male,Phone,Electronics,236.21,L,1,No,13,Credit Card,90852,4,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3436,28,Female,Curtains,Home Decor,110.36,S,3,Yes,13,Debit Card,74213,56,16,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3437,30,Male,Curtains,Electronics,157.7,M,2,No,5,PayPal,92316,65,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3438,27,Female,Laptop,Accessories,108.43,M,5,No,7,PayPal,116999,54,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3439,31,Male,Watch,Accessories,389.39,XL,3,No,11,UPI,92359,13,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3440,35,Male,Football,Electronics,359.16,XL,2,No,5,Credit Card,79623,27,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3441,26,Female,Shoes,Clothing,321.13,S,2,No,14,PayPal,104954,26,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3442,56,Male,Curtains,Accessories,199.74,XL,2,Yes,3,UPI,116140,92,7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3443,45,Female,Watch,Clothing,455.43,L,2,No,10,Credit Card,74119,20,16,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3444,20,Female,Bag,Accessories,485.07,L,3,Yes,11,Debit Card,89977,91,18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3445,37,Male,Bag,Accessories,95.08,L,1,No,5,Cash,73046,44,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3446,23,Male,T-Shirt,Sports,119.28,L,2,No,14,Cash,82329,66,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3447,44,Male,Bag,Home Decor,267.56,S,4,Yes,8,Debit Card,77455,26,13,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3448,19,Male,Curtains,Home Decor,54.71,S,2,Yes,7,PayPal,58754,99,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3449,46,Male,Laptop,Clothing,223.86,S,1,No,14,Cash,46473,59,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3450,55,Male,Football,Home Decor,295.08,XL,1,No,13,Debit Card,22326,99,10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3451,20,Female,Curtains,Clothing,265.82,S,5,Yes,6,UPI,149410,88,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3452,33,Female,Laptop,Accessories,172.15,M,5,Yes,4,UPI,115501,70,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3453,47,Male,Bag,Sports,275.8,M,2,No,12,Debit Card,40547,56,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3454,57,Female,Phone,Sports,479.81,M,2,Yes,6,Credit Card,30172,92,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3455,19,Female,Football,Accessories,110.95,XL,5,Yes,0,PayPal,30650,57,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3456,34,Male,Laptop,Electronics,330.87,XL,2,Yes,7,PayPal,83076,48,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3457,58,Male,Watch,Electronics,31.26,S,4,Yes,4,Debit Card,37621,100,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3458,29,Female,Curtains,Home Decor,42.54,L,3,Yes,6,Cash,145337,31,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3459,52,Male,Phone,Clothing,280.4,M,5,No,6,PayPal,25028,6,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3460,60,Female,Watch,Sports,61.42,XL,5,No,7,PayPal,112725,93,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3461,18,Male,Laptop,Home Decor,20.95,M,1,No,6,UPI,118299,46,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3462,62,Female,Laptop,Accessories,94.04,S,2,No,5,UPI,88384,30,17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3463,32,Female,Bag,Sports,286.78,XL,5,No,11,UPI,54211,60,13,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3464,43,Female,Watch,Clothing,354.64,L,5,No,5,PayPal,105791,10,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3465,54,Female,Curtains,Clothing,109.21,L,4,Yes,4,PayPal,53032,94,10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3466,38,Male,Football,Electronics,337.45,XL,2,Yes,4,PayPal,140608,19,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
